BLOCK,LOT,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
392,6,5,0,5,1633,6440,1900,2,6625000
399,26,28,3,31,4616,18690,1900,2, -  
399,39,16,1,17,2212,7803,1900,2, -  
402,21,10,0,10,2272,6794,1913,2,3936272
404,55,6,0,6,2369,4615,1900,2,8000000
405,16,20,0,20,2581,9730,1900,2, -  
406,32,8,0,8,1750,4226,1920,2,3192840
407,18,44,2,46,5163,21007,1900,2, -  
379,34,15,0,15,1534,9198,1920,2, -  
387,153,24,0,24,4489,18523,1920,2,16232000
394,44,30,4,34,4295,21328,1910,2, -  
400,21,10,0,10,3717,12350,2009,2,10350000
373,40,0,0,0, -  , -  ,1920,2,1
373,40,0,0,0, -  , -  ,1920,2,499000
373,40,0,0,0, -  , -  ,1920,2,10
373,40,0,0,0, -  , -  ,1920,2,529500
373,40,0,0,0, -  , -  ,1920,2,423000
373,46,0,0,0, -  , -  ,1925,2,501000
373,49,0,0,0, -  , -  ,1920,2,450000
373,49,0,0,0, -  , -  ,1920,2,510000
374,8,0,0,0, -  , -  ,1900,2, -  
375,30,0,0,0, -  , -  ,1902,2,350000
376,14,24,0,24,4131,16776,1928,2,11900000
376,14,0,0,0, -  , -  ,1928,2,11900000
376,16,0,0,0, -  , -  ,1928,2,350000
376,16,0,0,0, -  , -  ,1928,2,404000
376,19,0,0,0, -  , -  ,1910,2,535000
377,54,0,0,0, -  , -  ,1920,2,1400000
377,60,0,0,0, -  , -  ,1900,2,866000
379,15,0,0,0, -  , -  ,1930,2,355000
379,15,0,0,0, -  , -  ,1930,2, -  
389,21,0,0,0, -  , -  ,1900,2,805000
389,49,0,0,0, -  , -  ,1910,2,475000
389,50,0,0,0, -  , -  ,1920,2,450000
389,50,0,0,0, -  , -  ,1920,2,450000
390,55,0,0,0, -  , -  ,1935,2,810000
391,14,0,0,0, -  , -  ,1910,2, -  
391,14,0,0,0, -  , -  ,1910,2,300000
391,14,0,0,0, -  , -  ,1910,2,300000
391,48,0,0,0, -  , -  ,1910,2,579000
391,57,0,0,0, -  , -  ,1900,2,1500000
393,39,0,0,0, -  , -  ,1900,2,25000
394,52,0,0,0, -  , -  ,1937,2,512000
394,52,0,0,0, -  , -  ,1937,2,410000
394,52,0,0,0, -  , -  ,1937,2,500000
394,52,0,0,0, -  , -  ,1937,2,510000
396,20,0,0,0, -  , -  ,1920,2,475000
396,20,0,0,0, -  , -  ,1920,2,789019
396,20,0,0,0, -  , -  ,1920,2, -  
396,20,0,0,0, -  , -  ,1920,2, -  
396,20,0,0,0, -  , -  ,1920,2,425000
396,20,0,0,0, -  , -  ,1920,2,490000
397,25,0,0,0, -  , -  ,1915,2,409000
397,25,0,0,0, -  , -  ,1915,2,415000
398,58,0,0,0, -  , -  ,1950,2,420000
398,58,0,0,0, -  , -  ,1950,2,435000
400,45,0,0,0, -  , -  ,1937,2,575000
400,45,0,0,0, -  , -  ,1937,2,605000
401,12,0,0,0, -  , -  ,1900,2,799000
401,12,0,0,0, -  , -  ,1900,2,800000
401,50,0,0,0, -  , -  ,1900,2,54993
401,57,0,0,0, -  , -  ,1929,2,410000
402,47,0,0,0, -  , -  ,1900,2,1475000
404,10,0,0,0, -  , -  ,1929,2,335000
404,21,0,0,0, -  , -  ,1920,2,490000
404,26,0,0,0, -  , -  ,1928,2,750000
404,27,0,0,0, -  , -  ,1900,2,780000
404,57,0,0,0, -  , -  ,1925,2,2400000
405,51,0,0,0, -  , -  ,1910,2,380000
406,50,0,0,0, -  , -  ,1901,2,430000
379,45,0,0,0, -  , -  ,1920,2,499900
386,36,0,0,0, -  , -  ,1940,2,1400000
386,58,0,0,0, -  , -  ,1900,2,694000
385,1102,47,0,47, -  ,36472,2005,2,28000000
394,1602,0,0,0, -  , -  ,0,2,8058923
397,1301,132,0,132,33650, -  ,1989,2,52625000
386,1002,1,0,1, -  , -  ,0,2,620000
398,1039,1,0,1, -  , -  ,0,2, -  
405,1211,1,0,1, -  , -  ,0,2, -  
373,1003,1,0,1, -  , -  ,1920,2,762669
373,1004,1,0,1, -  , -  ,1920,2,772851
373,1005,1,0,1, -  , -  ,1920,2,1034880
373,1006,1,0,1, -  , -  ,1920,2, -  
373,1007,1,0,1, -  , -  ,1920,2, -  
373,1008,1,0,1, -  , -  ,1920,2, -  
373,1009,1,0,1, -  , -  ,1920,2,800000
373,1011,1,0,1, -  , -  ,1920,2,2295759
375,1004,1,0,1, -  , -  ,0,2,875000
378,1001,1,0,1, -  , -  ,2014,2, -  
378,1002,1,0,1, -  , -  ,2014,2, -  
378,1003,1,0,1, -  , -  ,2014,2, -  
378,1004,1,0,1, -  , -  ,2014,2, -  
378,1005,1,0,1, -  , -  ,2014,2, -  
378,1006,1,0,1, -  , -  ,2014,2, -  
378,1007,1,0,1, -  , -  ,2014,2, -  
378,1008,1,0,1, -  , -  ,2014,2,701341
378,1009,1,0,1, -  , -  ,2014,2, -  
378,1010,1,0,1, -  , -  ,2014,2, -  
378,1011,1,0,1, -  , -  ,2014,2, -  
378,1012,1,0,1, -  , -  ,2014,2, -  
378,1013,1,0,1, -  , -  ,2014,2,753421
378,1014,1,0,1, -  , -  ,2014,2, -  
378,1015,1,0,1, -  , -  ,2014,2, -  
378,1016,1,0,1, -  , -  ,2014,2, -  
378,1017,1,0,1, -  , -  ,2014,2,771980
378,1018,1,0,1, -  , -  ,2014,2, -  
378,1020,1,0,1, -  , -  ,2014,2, -  
378,1021,1,0,1, -  , -  ,2014,2, -  
378,1022,1,0,1, -  , -  ,2014,2, -  
378,1023,1,0,1, -  , -  ,2014,2, -  
378,1024,1,0,1, -  , -  ,2014,2, -  
378,1025,1,0,1, -  , -  ,2014,2, -  
378,1026,1,0,1, -  , -  ,2014,2,1247356
378,1027,1,0,1, -  , -  ,2014,2, -  
378,1028,1,0,1, -  , -  ,2014,2, -  
378,1029,1,0,1, -  , -  ,2014,2, -  
384,1222,1,0,1, -  , -  ,2005,2,2150000
390,1009,1,0,1, -  , -  ,0,2,550000
390,1014,1,0,1, -  , -  ,0,2,1085000
392,1046,1,0,1, -  , -  ,1928,2, -  
392,1051,1,0,1, -  , -  ,1928,2, -  
392,1052,1,0,1, -  , -  ,1928,2, -  
392,1113,1,0,1, -  , -  ,2005,2,910000
394,1507,1,0,1, -  , -  ,1910,2,910000
394,1510,1,0,1, -  , -  ,1910,2,730000
394,1513,1,0,1, -  , -  ,1910,2,725000
394,1523,1,0,1, -  , -  ,1910,2, -  
394,1531,1,0,1, -  , -  ,1910,2,1300000
394,1536,1,0,1, -  , -  ,1910,2,770000
396,1012,1,0,1, -  , -  ,2008,2,1750000
397,1018,1,0,1, -  , -  ,0,2,1150000
397,1104,1,0,1, -  , -  ,0,2,2085000
397,1117,1,0,1, -  , -  ,0,2, -  
402,1302,1,0,1, -  , -  ,2014,2,1680112
402,1303,1,0,1, -  , -  ,2014,2,1150000
402,1304,1,0,1, -  , -  ,2014,2,1308451
402,1305,1,0,1, -  , -  ,2014,2,1863397
402,1306,1,0,1, -  , -  ,2014,2,1603743
402,1307,1,0,1, -  , -  ,2014,2,1781937
402,1308,1,0,1, -  , -  ,2014,2,1245000
402,1309,1,0,1, -  , -  ,2014,2,1200000
402,1310,1,0,1, -  , -  ,2014,2,1900000
402,1311,1,0,1, -  , -  ,2014,2,1150000
402,1312,1,0,1, -  , -  ,2014,2,1800000
402,1313,1,0,1, -  , -  ,2014,2,1318633
402,1314,1,0,1, -  , -  ,2014,2,1385000
402,1315,1,0,1, -  , -  ,2014,2, -  
402,1315,1,0,1, -  , -  ,2014,2,2150000
402,1316,1,0,1, -  , -  ,2014,2,1236300
402,1317,1,0,1, -  , -  ,2014,2,1934675
402,1318,1,0,1, -  , -  ,2014,2,1237000
402,1319,1,0,1, -  , -  ,2014,2,1461188
402,1320,1,0,1, -  , -  ,2014,2,1957475
402,1321,1,0,1, -  , -  ,2014,2,1221900
402,1322,1,0,1, -  , -  ,2014,2,2250000
402,1323,1,0,1, -  , -  ,2014,2,1495000
402,1324,1,0,1, -  , -  ,2014,2,1310000
402,1325,1,0,1, -  , -  ,2014,2,1934675
402,1326,1,0,1, -  , -  ,2014,2,1250000
402,1327,1,0,1, -  , -  ,2014,2,2611811
402,1328,1,0,1, -  , -  ,2014,2,4159551
402,1329,1,0,1, -  , -  ,2014,2,1303360
402,1330,1,0,1, -  , -  ,2014,2,2250000
402,1331,1,0,1, -  , -  ,2014,2,2392887
402,1332,1,0,1, -  , -  ,2014,2,1578287
402,1333,1,0,1, -  , -  ,2014,2,1400093
405,1303,1,0,1, -  , -  ,1965,2,4552375
405,1309,1,0,1, -  , -  ,1965,2, -  
405,1315,1,0,1, -  , -  ,1965,2,750000
405,1322,1,0,1, -  , -  ,1965,2,2385000
406,1203,1,0,1, -  , -  ,2013,2,1400093
406,1207,1,0,1, -  , -  ,2013,2,1478499
391,19,3,1,4,1520,3360,1910,2,3300000
393,4,4,1,5,2201,5608,1900,2,7215000
394,5,5,1,6,1779,3713,1910,2,4750000
394,5,5,1,6,1779,3713,1910,2, -  
372,1003,1,0,1, -  , -  ,2003,2,805000
372,1004,1,0,1, -  , -  ,2003,2,735000
375,1105,1,0,1, -  , -  ,2003,2,810000
375,1110,1,0,1, -  , -  ,2003,2, -  
384,1007,1,0,1, -  , -  ,2005,2,3035000
394,1304,1,0,1, -  , -  ,0,2,630000
394,1306,1,0,1, -  , -  ,0,2,680000
394,1401,1,0,1, -  , -  ,2006,2, -  
394,1408,1,0,1, -  , -  ,2006,2,995000
405,1108,1,0,1, -  , -  ,0,2,494500
406,1104,1,0,1, -  , -  ,2007,2,1875000
384,1301,0,1,1, -  , -  ,1900,2,2700000
387,1001,0,1,1, -  , -  ,1951,2,1500000
389,1003,0,0,0, -  , -  ,1900,2,635000
389,1003,0,0,0, -  , -  ,1900,2,700000
389,1003,0,0,0, -  , -  ,1900,2,1100000
389,1003,0,0,0, -  , -  ,1900,2,1900000
398,1102,0,0,0, -  , -  ,1920,2,485000
399,1002,0,0,0, -  , -  ,1920,2,1175000
390,34,0,1,1,1218,3586,1899,4,3700000
399,11,0,1,1,32246,39246,1900,4, -  
399,51,0,1,1,3408,13632,1900,4, -  
394,1601,0,0,0, -  , -  ,0,4, -  
384,1201,0,0,1, -  , -  ,2005,4,10800000
397,1302,0,0,1, -  , -  ,1989,4,52625000
397,1303,0,0,1, -  , -  ,1989,4, -  
378,1031,0,0,1, -  , -  ,2014,4, -  
378,1033,0,0,1, -  , -  ,2014,4, -  
766,13,1,0,1,1360,2736,1910,1, -  
766,13,1,0,1,1360,2736,1910,1, -  
771,52,1,0,1,1975,3855,1901,1,7425000
772,29,1,0,1,1588,5653,1900,1,10
772,29,1,0,1,1588,5653,1900,1,10
772,29,1,0,1,1588,5653,1900,1,10
743,61,2,0,2,1526,3168,1910,1, -  
766,18,2,0,2,2000,2520,1901,1, -  
769,49,2,1,3,2150,4978,1920,1,7750000
717,47,3,0,3,2227,3696,1901,1, -  
719,67,3,0,3,2469,3725,1901,1,8300000
791,1002,1,0,1, -  , -  ,1920,1,2850000
696,37,6,1,7,1463,3762,1901,2,16000000
719,47,10,0,10,1026,3990,1900,2, -  
722,6,4,0,4,2057,2890,1910,2,5950000
743,56,24,0,24,2307,4500,1900,2,7375000
745,63,4,0,4,2057,3042,1900,2,8000000
764,68,22,2,24,2581,13056,1901,2,14100000
765,25,9,0,9,1566,6330,1901,2,1583840
765,25,9,0,9,1566,6330,1901,2,416790
765,25,9,0,9,1566,6330,1901,2,630370
765,26,4,0,4,2065,4500,1901,2, -  
770,3,8,1,9,1500,6200,1901,2, -  
770,53,9,0,9,2029,8540,1920,2,29400000
770,54,16,0,16,2927,11580,1920,2, -  
772,30,8,0,8,1588,3600,1910,2, -  
790,8,8,1,9,2581,7650,1920,2,6450000
790,9,15,1,16,2077,6335,1901,2,5500000
790,10,8,1,9,1952,5955,1920,2,5750000
790,63,8,0,8,2000,4100,1910,2,3485000
695,6,6,1,7,2469,19892,2014,2,4600000
700,27,210,1,211,12344,269584,2014,2, -  
700,42,210,1,211,4937,269584,2014,2, -  
700,44,210,1,211,2468,269584,2014,2, -  
700,45,210,1,211,4937,269584,2014,2, -  
794,11,30,2,32,10053,78882,2014,2,2341975
717,61,0,0,0, -  , -  ,1920,2,1835000
717,70,0,0,0, -  , -  ,1910,2,700000
719,34,0,0,0, -  , -  ,1900,2,1587500
719,36,0,0,0, -  , -  ,1900,2,310000
719,36,0,0,0, -  , -  ,1900,2,550000
720,21,0,0,0, -  , -  ,1900,2,354500
720,34,0,0,0, -  , -  ,1850,2,1750000
720,42,0,0,0, -  , -  ,1900,2,485000
720,42,0,0,0, -  , -  ,1900,2,1425000
720,65,0,0,0, -  , -  ,1900,2,705000
720,66,0,0,0, -  , -  ,1900,2,2575000
720,70,0,0,0, -  , -  ,1905,2,2200000
720,76,0,0,0, -  , -  ,1900,2,1525000
722,13,0,0,0, -  , -  ,1900,2, -  
722,13,0,0,0, -  , -  ,1900,2,1750000
722,46,0,0,0, -  , -  ,1910,2,289000
722,47,0,0,0, -  , -  ,1910,2,670000
722,47,0,0,0, -  , -  ,1910,2,699000
740,45,0,0,0, -  , -  ,1910,2, -  
740,46,0,0,0, -  , -  ,1910,2,180000
740,46,0,0,0, -  , -  ,1910,2, -  
740,47,0,0,0, -  , -  ,1900,2,1237500
740,48,0,0,0, -  , -  ,1900,2,1300000
740,50,0,0,0, -  , -  ,1900,2,592500
741,41,0,0,0, -  , -  ,1900,2,311000
741,41,0,0,0, -  , -  ,1900,2,770000
741,41,0,0,0, -  , -  ,1900,2,560000
742,57,0,0,0, -  , -  ,1910,2,2000000
742,59,0,0,0, -  , -  ,1920,2,610000
743,6,0,0,0, -  , -  ,1910,2,590000
743,6,0,0,0, -  , -  ,1910,2,1700000
743,74,0,0,0, -  , -  ,1900,2,590000
744,3,0,0,0, -  , -  ,1940,2,441975
744,3,0,0,0, -  , -  ,1940,2,617777
744,3,0,0,0, -  , -  ,1940,2,644000
744,18,0,0,0, -  , -  ,1850,2,1100000
744,19,0,0,0, -  , -  ,1900,2,367500
744,32,24,0,24,4600,12200,1850,2,282000
744,32,0,0,0, -  , -  ,1850,2,710000
744,32,0,0,0, -  , -  ,1850,2,282000
745,16,0,0,0, -  , -  ,1920,2,1280000
745,16,0,0,0, -  , -  ,1920,2, -  
745,16,0,0,0, -  , -  ,1920,2,455000
745,17,0,0,0, -  , -  ,1900,2,455000
745,17,0,0,0, -  , -  ,1900,2,685000
745,17,0,0,0, -  , -  ,1900,2,550000
745,21,0,0,0, -  , -  ,1864,2,622500
745,21,0,0,0, -  , -  ,1864,2,1350000
745,50,0,0,0, -  , -  ,1900,2,999000
745,56,0,0,0, -  , -  ,1925,2,490000
745,56,0,0,0, -  , -  ,1925,2,690000
745,56,0,0,0, -  , -  ,1925,2,999000
745,56,0,0,0, -  , -  ,1925,2,470000
745,56,0,0,0, -  , -  ,1925,2,434000
746,6,0,0,0, -  , -  ,1910,2,1085000
746,71,0,0,0, -  , -  ,1900,2,640000
746,72,0,0,0, -  , -  ,1910,2,440000
765,62,0,0,0, -  , -  ,1915,2,620000
765,62,0,0,0, -  , -  ,1915,2,640000
765,62,0,0,0, -  , -  ,1915,2, -  
765,62,0,0,0, -  , -  ,1915,2,625000
766,23,0,0,0, -  , -  ,1910,2,1080000
766,23,0,0,0, -  , -  ,1910,2,659000
766,23,0,0,0, -  , -  ,1910,2,500000
766,23,0,0,0, -  , -  ,1910,2,460000
766,23,0,0,0, -  , -  ,1910,2,480000
770,56,0,0,0, -  , -  ,1910,2,2495000
770,56,0,0,0, -  , -  ,1910,2,1625000
770,68,0,0,0, -  , -  ,1910,2,765000
771,35,0,0,0, -  , -  ,1905,2,1775000
771,71,0,0,0, -  , -  ,1905,2,730000
771,71,0,0,0, -  , -  ,1905,2,2660000
771,73,0,0,0, -  , -  ,1920,2,500000
771,73,0,0,0, -  , -  ,1920,2,540000
772,12,0,0,0, -  , -  ,1917,2,1375000
772,12,0,0,0, -  , -  ,1917,2,827500
772,12,0,0,0, -  , -  ,1917,2,582500
772,12,0,0,0, -  , -  ,1917,2,950000
791,25,0,0,0, -  , -  ,1911,2,750000
791,25,0,0,0, -  , -  ,1911,2,583000
791,25,0,0,0, -  , -  ,1911,2,735000
791,71,0,0,0, -  , -  ,1920,2,1500000
791,71,0,0,0, -  , -  ,1920,2,880000
800,21,0,0,0, -  , -  ,1910,2,2450000
694,42,0,0,0, -  , -  ,2003,2,732500
694,42,0,0,0, -  , -  ,2003,2,518000
694,42,0,0,0, -  , -  ,2003,2,1215000
694,42,0,0,0, -  , -  ,2003,2,775000
694,42,0,0,0, -  , -  ,2003,2,800000
694,42,0,0,0, -  , -  ,2003,2,900000
694,42,0,0,0, -  , -  ,2003,2,850000
694,42,0,0,0, -  , -  ,2003,2,735000
694,42,0,0,0, -  , -  ,2003,2,655000
694,42,0,0,0, -  , -  ,2003,2,1080000
717,9,0,0,0, -  , -  ,1983,2,790000
720,47,0,0,0, -  , -  ,1920,2,639000
720,47,0,0,0, -  , -  ,1920,2,875000
720,49,0,0,0, -  , -  ,1920,2,452000
720,60,0,0,0, -  , -  ,1900,2,932500
720,60,0,0,0, -  , -  ,1900,2,980000
722,18,0,0,0, -  , -  ,1920,2,701574
722,18,0,0,0, -  , -  ,1920,2,1200000
738,18,0,0,0, -  , -  ,1900,2,875000
738,18,0,0,0, -  , -  ,1900,2,979000
740,19,0,0,0, -  , -  ,1902,2,1350000
742,22,0,0,0, -  , -  ,1928,2,635000
742,49,0,0,0, -  , -  ,1900,2,750000
744,1,0,0,0, -  , -  ,1928,2,995000
744,1,0,0,0, -  , -  ,1928,2,661862
744,1,0,0,0, -  , -  ,1928,2,835000
744,1,0,0,0, -  , -  ,1928,2,1017000
747,28,0,0,0, -  , -  ,1926,2, -  
747,28,0,0,0, -  , -  ,1926,2,1495000
748,1,0,0,0, -  , -  ,1963,2,113692
748,1,0,0,0, -  , -  ,1963,2,101164
748,1,0,0,0, -  , -  ,1963,2,86231
748,1,0,0,0, -  , -  ,1963,2,72260
748,1,0,0,0, -  , -  ,1963,2,103640
748,1,0,0,0, -  , -  ,1963,2,88332
748,1,0,0,0, -  , -  ,1963,2,101726
748,1,0,0,0, -  , -  ,1963,2,116447
748,1,0,0,0, -  , -  ,1963,2,87346
749,1,0,0,0, -  , -  ,1963,2,86712
749,1,0,0,0, -  , -  ,1963,2,87346
749,24,0,0,0, -  , -  ,1963,2,144521
749,24,0,0,0, -  , -  ,1963,2,137150
751,1,0,0,0, -  , -  ,1960,2,118280
751,1,0,0,0, -  , -  ,1960,2,86712
751,1,0,0,0, -  , -  ,1960,2,114975
751,1,0,0,0, -  , -  ,1960,2,129347
751,1,0,0,0, -  , -  ,1960,2,100603
751,1,0,0,0, -  , -  ,1960,2,72260
751,1,0,0,0, -  , -  ,1960,2,101726
751,1,0,0,0, -  , -  ,1960,2,87346
752,1,0,0,0, -  , -  ,1963,2,86231
764,62,0,0,0, -  , -  ,1930,2,655000
764,62,0,0,0, -  , -  ,1930,2,785000
765,70,0,0,0, -  , -  ,1930,2,915000
765,70,0,0,0, -  , -  ,1930,2,849000
765,70,0,0,0, -  , -  ,1930,2,300000
766,9,0,0,0, -  , -  ,1930,2,495846
766,39,0,0,0, -  , -  ,1930,2, -  
766,39,0,0,0, -  , -  ,1930,2,1225000
766,39,0,0,0, -  , -  ,1930,2, -  
770,48,0,0,0, -  , -  ,1902,2,1115000
770,48,0,0,0, -  , -  ,1902,2,1260000
770,48,0,0,0, -  , -  ,1902,2,1195000
770,48,0,0,0, -  , -  ,1902,2,1075000
770,59,0,0,0, -  , -  ,1913,2,267701
770,59,0,0,0, -  , -  ,1913,2,284101
770,59,0,0,0, -  , -  ,1913,2,207564
770,59,0,0,0, -  , -  ,1913,2,289568
770,59,0,0,0, -  , -  ,1913,2,218498
770,59,0,0,0, -  , -  ,1913,2,207564
771,23,0,0,0, -  , -  ,1889,2,500000
771,28,0,0,0, -  , -  ,1920,2,670000
771,38,0,0,0, -  , -  ,1963,2,530000
771,38,0,0,0, -  , -  ,1963,2,460000
771,38,0,0,0, -  , -  ,1963,2,605000
771,38,0,0,0, -  , -  ,1963,2,677500
771,38,0,0,0, -  , -  ,1963,2,425000
771,38,0,0,0, -  , -  ,1963,2,590000
771,38,0,0,0, -  , -  ,1963,2,475000
771,38,0,0,0, -  , -  ,1963,2,469000
771,65,0,0,0, -  , -  ,1920,2,880000
771,65,0,0,0, -  , -  ,1920,2, -  
772,69,0,0,0, -  , -  ,1900,2,2000000
773,12,0,0,0, -  , -  ,1940,2,1090000
773,12,0,0,0, -  , -  ,1940,2,945000
773,12,0,0,0, -  , -  ,1940,2,592500
773,12,0,0,0, -  , -  ,1940,2,653000
773,12,0,0,0, -  , -  ,1940,2,1250000
773,12,0,0,0, -  , -  ,1940,2,1075000
773,12,0,0,0, -  , -  ,1940,2,590000
773,12,0,0,0, -  , -  ,1940,2,1535000
773,12,0,0,0, -  , -  ,1940,2,975000
773,12,0,0,0, -  , -  ,1940,2, -  
773,22,0,0,0, -  , -  ,1898,2,1950000
773,22,0,0,0, -  , -  ,1898,2,3850000
775,22,0,0,0, -  , -  ,1939,2,905000
775,22,0,0,0, -  , -  ,1939,2,900000
775,22,0,0,0, -  , -  ,1939,2,890000
775,22,0,0,0, -  , -  ,1939,2,520000
775,22,0,0,0, -  , -  ,1939,2,810000
776,17,0,0,0, -  , -  ,1926,2,1600000
776,17,0,0,0, -  , -  ,1926,2,2495000
776,17,0,0,0, -  , -  ,1926,2,3051000
790,1,0,0,0, -  , -  ,1963,2,1700000
790,1,0,0,0, -  , -  ,1963,2,1650000
790,1,0,0,0, -  , -  ,1963,2,867500
790,1,0,0,0, -  , -  ,1963,2,737500
790,1,0,0,0, -  , -  ,1963,2,540000
790,1,0,0,0, -  , -  ,1963,2,1111000
790,1,0,0,0, -  , -  ,1963,2,981000
790,1,0,0,0, -  , -  ,1963,2,1650000
790,1,0,0,0, -  , -  ,1963,2,1950000
790,1,0,0,0, -  , -  ,1963,2, -  
790,1,0,0,0, -  , -  ,1963,2,1390000
790,1,0,0,0, -  , -  ,1963,2,630000
790,1,0,0,0, -  , -  ,1963,2, -  
790,1,0,0,0, -  , -  ,1963,2, -  
790,1,0,0,0, -  , -  ,1963,2, -  
790,1,0,0,0, -  , -  ,1963,2,708000
790,1,0,0,0, -  , -  ,1963,2,865000
790,1,0,0,0, -  , -  ,1963,2, -  
790,1,0,0,0, -  , -  ,1963,2,1275000
790,1,0,0,0, -  , -  ,1963,2,615000
790,40,0,0,0, -  , -  ,1920,2,939000
790,40,0,0,0, -  , -  ,1920,2,545000
790,40,0,0,0, -  , -  ,1920,2,560000
790,66,0,0,0, -  , -  ,1910,2,527500
790,66,0,0,0, -  , -  ,1910,2, -  
791,1,0,0,0, -  , -  ,1938,2,1970000
791,1,0,0,0, -  , -  ,1938,2,1450000
791,1,0,0,0, -  , -  ,1938,2,1850000
791,1,0,0,0, -  , -  ,1938,2, -  
791,9,0,0,0, -  , -  ,1940,2,5000000
791,9,0,0,0, -  , -  ,1940,2,1753000
791,62,0,0,0, -  , -  ,1927,2,949000
792,33,0,0,0, -  , -  ,1900,2,2075000
792,33,0,0,0, -  , -  ,1900,2,6000000
796,1,0,0,0, -  , -  ,1938,2,615000
796,1,0,0,0, -  , -  ,1938,2,675000
796,1,0,0,0, -  , -  ,1938,2,615000
796,7,0,0,0, -  , -  ,1938,2,818750
796,7,0,0,0, -  , -  ,1938,2,445000
796,7,0,0,0, -  , -  ,1938,2,550000
796,7,0,0,0, -  , -  ,1938,2,950000
796,13,0,0,0, -  , -  ,1909,2,2275000
797,76,0,0,0, -  , -  ,1950,2,900000
797,76,0,0,0, -  , -  ,1950,2,839000
797,76,0,0,0, -  , -  ,1950,2,839000
798,17,0,0,0, -  , -  ,1909,2,1810000
798,26,0,0,0, -  , -  ,1909,2,4815000
799,35,0,0,0, -  , -  ,1958,2,433000
801,30,0,0,0, -  , -  ,1905,2,1770000
801,30,0,0,0, -  , -  ,1905,2,1645000
801,30,0,0,0, -  , -  ,1905,2,1700000
802,31,0,0,0, -  , -  ,1910,2,2000000
802,35,0,0,0, -  , -  ,1904,2,997500
802,35,0,0,0, -  , -  ,1904,2,210000
802,52,0,0,0, -  , -  ,1907,2,2560000
802,52,0,0,0, -  , -  ,1907,2,2650000
764,1006,1,0,1, -  , -  ,1930,2, -  
764,1007,1,0,1, -  , -  ,1930,2, -  
764,1008,1,0,1, -  , -  ,1930,2,1150000
764,1104,1,0,1, -  , -  ,1930,2, -  
764,1105,1,0,1, -  , -  ,1930,2,826000
690,1002,1,0,1, -  , -  ,2007,2,2560000
690,1008,1,0,1, -  , -  ,2007,2,2815000
690,1012,1,0,1, -  , -  ,2007,2,3699000
690,1014,1,0,1, -  , -  ,2007,2,3020000
691,1027,1,0,1, -  , -  ,2007,2, -  
691,1028,1,0,1, -  , -  ,2007,2,2600000
691,1050,1,0,1, -  , -  ,2007,2,7950000
691,1108,1,0,1, -  , -  ,2013,2,3210237
691,1112,1,0,1, -  , -  ,2013,2,5875000
691,1112,1,0,1, -  , -  ,2013,2,44105000
691,1113,1,0,1, -  , -  ,2013,2,4650000
691,1113,1,0,1, -  , -  ,2013,2, -  
691,1135,1,0,1, -  , -  ,2013,2,2685000
691,1139,1,0,1, -  , -  ,2013,2,15350000
691,1139,1,0,1, -  , -  ,2013,2, -  
691,1140,1,0,1, -  , -  ,2013,2,14650000
691,1140,1,0,1, -  , -  ,2013,2, -  
693,1012,1,0,1, -  , -  ,0,2, -  
693,1102,1,0,1, -  , -  ,2013,2,2760000
693,1105,1,0,1, -  , -  ,2013,2,2853850
693,1107,1,0,1, -  , -  ,2013,2,2599287
693,1109,1,0,1, -  , -  ,2013,2,2760000
693,1114,1,0,1, -  , -  ,2013,2,6315900
693,1115,1,0,1, -  , -  ,2013,2,6875937
693,1116,1,0,1, -  , -  ,2013,2,7950000
693,1123,1,0,1, -  , -  ,2013,2,5959512
693,1127,1,0,1, -  , -  ,2013,2,10490725
693,1128,1,0,1, -  , -  ,2013,2,13435504
693,1129,1,0,1, -  , -  ,2013,2,10126700
693,1130,1,0,1, -  , -  ,2013,2,14563725
693,1131,1,0,1, -  , -  ,2013,2, -  
693,1131,1,0,1, -  , -  ,2013,2,10948937
693,1132,1,0,1, -  , -  ,2013,2,15139625
693,1133,1,0,1, -  , -  ,2013,2,12018100
693,1134,1,0,1, -  , -  ,2013,2,15887450
693,1135,1,0,1, -  , -  ,2013,2,11560349
693,1136,1,0,1, -  , -  ,2013,2,16466145
693,1137,1,0,1, -  , -  ,2013,2,12829362
693,1138,1,0,1, -  , -  ,2013,2,16905700
693,1139,1,0,1, -  , -  ,2013,2,13443650
693,1140,1,0,1, -  , -  ,2013,2,17809925
693,1141,1,0,1, -  , -  ,2013,2,13478450
693,1142,1,0,1, -  , -  ,2013,2,34623250
693,1143,1,0,1, -  , -  ,2013,2, -  
693,1143,1,0,1, -  , -  ,2013,2,33605000
694,1031,1,0,1, -  , -  ,0,2,6300000
695,1104,1,0,1, -  , -  ,2005,2,2800000
695,1310,1,0,1, -  , -  ,2005,2,799000
695,1317,1,0,1, -  , -  ,2005,2,1340000
695,1419,1,0,1, -  , -  ,2005,2,1060000
695,1420,1,0,1, -  , -  ,2005,2,1035000
695,1441,1,0,1, -  , -  ,2005,2,1040000
695,1450,1,0,1, -  , -  ,2005,2,1045000
695,1454,1,0,1, -  , -  ,2005,2,1025000
695,1464,1,0,1, -  , -  ,2005,2,740000
