BLOCK,LOT,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
2997,16,2,0,2,3000,1760,1930,1, -  
3002,6,2,0,2,2500,2919,1950,1,990000
3010,10,2,0,2,2000,1792,1930,1, -  
3012,62,2,0,2,2042,1340,1930,1, -  
3018,48,2,0,2,2097,1410,1935,1,750000
3024,12,2,0,2,3500,1775,1935,1,950000
3028,56,2,0,2,2133,1732,1920,1, -  
3028,88,2,0,2,2050,1694,1945,1,1035000
3029,128,2,0,2,3600,2080,1920,1, -  
3030,62,2,0,2,2720,1952,1920,1,600000
3041,13,2,0,2,1922,1880,1920,1, -  
3041,16,2,0,2,1922,1880,1920,1, -  
3041,38,2,0,2,2289,1248,1925,1,670000
3042,19,2,0,2,3382,1278,1925,1, -  
3042,58,2,0,2,2117,684,1925,1,939000
3051,112,2,0,2,2241,2541,1940,1, -  
3052,65,2,0,2,2216,2160,1910,1,880000
3053,86,2,0,2,2545,2120,1925,1,890000
3054,20,2,0,2,3880,3102,1935,1, -  
3054,21,2,0,2,2502,2120,1925,1,535000
3055,45,2,0,2,3592,1728,1930,1,615000
3056,175,2,0,2,2562,1880,1960,1, -  
3056,175,2,0,2,2562,1880,1960,1, -  
3057,10,2,0,2,5327,2548,1965,1, -  
3058,17,2,0,2,1900,2518,1965,1,785000
3058,40,2,0,2,2000,3000,1901,1,890000
3058,49,2,0,2,2000,2140,1920,1,910000
3058,97,2,0,2,2400,2020,1925,1,775000
3059,49,2,0,2,2200,1782,1930,1, -  
3060,139,2,0,2,2955,2394,2010,1,1210000
3063,40,2,0,2,2700,1200,1930,1,643000
3069,38,2,0,2,3750,1516,1920,1, -  
3069,49,2,0,2,7500,3399,1901,1,10
3773,59,2,0,2,2023,1344,1910,1, -  
3776,15,2,0,2,2525,1620,1910,1,575000
3776,16,2,0,2,2542,1654,1910,1,625000
3777,44,2,0,2,2442,2448,1915,1, -  
3777,49,2,0,2,2500,2000,1915,1, -  
3777,56,2,0,2,2500,1728,1915,1,755000
3778,41,2,0,2,2442,2000,1920,1, -  
3778,42,2,0,2,2442,1800,1920,1, -  
3778,43,2,0,2,2425,1800,1920,1, -  
3778,49,2,0,2,2000,1630,1920,1, -  
3779,6,2,0,2,2262,2000,1920,1,785000
3779,6,2,0,2,2262,2000,1920,1,597500
3779,38,2,0,2,2550,1720,1920,1,810000
3779,44,2,0,2,3300,2080,1920,1,720000
3780,53,2,0,2,2575,1240,1920,1, -  
3781,4,2,0,2,2500,2240,1980,1,885000
3781,42,2,0,2,1905,1880,1920,1,630000
3781,54,2,0,2,2000,1848,1920,1,719000
3783,17,2,0,2,2600,2167,1930,1, -  
3783,63,2,0,2,2400,2120,1930,1,740000
3784,16,2,0,2,1656,1782,1955,1,710000
3784,18,2,0,2,3403,1848,1950,1,855000
3785,13,2,0,2,2000,1640,1965,1,725000
3788,12,2,0,2,2500,1824,1960,1, -  
3788,19,2,0,2,2742,1560,1920,1,755000
3788,27,2,0,2,2000,1816,1920,1,680000
3788,67,2,0,2,2333,2080,1920,1, -  
3793,120,2,0,2,1300,1920,1935,1,818888
3793,124,2,0,2,2040,1860,1935,1,765000
3796,14,2,0,2,2400,2004,1930,1,1095964
3796,16,2,0,2,2950,2004,1930,1,800000
3796,39,2,0,2,2200,1770,1930,1,760000
3797,26,2,0,2,2000,1200,1930,1, -  
3797,32,2,0,2,1600,1060,1930,1, -  
3799,65,2,0,2,2400,2000,1930,1, -  
3799,73,2,0,2,2300,1980,1930,1,800500
3799,73,2,0,2,2300,1980,1930,1, -  
3800,29,2,0,2,2400,2000,1925,1,600000
3801,10,2,1,3,2200,2260,1930,1, -  
3803,12,2,0,2,3919,3006,1930,1,755000
3809,8,2,0,2,2160,1280,1940,1,675000
3810,335,2,0,2,2250,1224,1940,1,75000
2778,11,3,0,3,2965,3652,1965,1, -  
2794,63,3,0,3,2755,2184,1975,1, -  
2794,63,3,0,3,2755,2184,1975,1, -  
2801,123,3,0,3,3230,3020,1970,1,995000
2812,39,3,0,3,2280,2464,1970,1, -  
2817,160,3,0,3,2200,2902,1960,1,1100000
2819,245,3,0,3,2156,2622,1960,1, -  
2820,55,3,0,3,2784,3654,1987,1,1200000
2821,19,3,0,3,2478,3139,1970,1,995000
2821,31,3,0,3,3234,3100,1970,1,1390000
2822,54,3,0,3,5146,3300,1975,1, -  
2826,73,3,0,3,2300,3243,1965,1,1165000
2826,75,3,0,3,2300,3243,1965,1,10
2830,7,3,0,3,3450,3850,1975,1, -  
2833,46,3,0,3,2500,2280,1935,1, -  
2833,52,3,0,3,2500,2280,1935,1, -  
2833,52,3,0,3,2500,2280,1935,1,975000
2834,24,3,0,3,2142,2698,1960,1, -  
2835,86,3,0,3,3461,3036,1955,1, -  
2835,110,3,0,3,2570,2698,1955,1,800000
2835,112,3,0,3,2142,2698,1955,1,650000
2886,8,3,0,3,4000,3736,1965,1,1450000
2888,119,3,0,3,2127,3232,1980,1,10
2919,30,3,0,3,2966,3241,2004,1, -  
2919,46,3,0,3,2126,2956,2007,1, -  
2919,46,3,0,3,2126,2956,2007,1, -  
2951,6,3,0,3,2600,2945,1965,1, -  
2951,11,3,0,3,3600,3025,1965,1, -  
2952,19,3,0,3,3600,2768,1970,1, -  
2952,36,3,0,3,2000,2900,1970,1, -  
2984,35,3,0,3,2700,3450,1965,1,1300000
2984,35,3,0,3,2700,3450,1965,1,930000
3003,36,3,0,3,3000,3100,1960,1,965000
3003,39,3,0,3,2400,2912,1960,1,250000
3772,22,3,0,3,2944,2820,1930,1, -  
3772,130,3,0,3,2850,3216,2002,1, -  
3773,58,3,0,3,2025,3000,1910,1, -  
3775,5,3,0,3,2500,1800,1955,1, -  
3775,6,3,0,3,2500,1800,1910,1, -  
3775,9,3,0,3,2000,2448,1910,1,1050000
3778,23,3,0,3,2800,2200,1925,1, -  
3780,50,3,0,3,2588,2468,2005,1,800000
3781,1,3,0,3,2300,2208,1920,1,657500
3782,56,3,0,3,2342,2200,1925,1, -  
3783,18,3,0,3,2600,2167,1930,1,640500
3783,45,3,0,3,2100,3040,1970,1, -  
3784,50,3,0,3,2100,2676,1985,1, -  
3786,16,3,0,3,3083,3160,1975,1, -  
3788,52,3,0,3,3000,1940,1920,1,950000
3789,73,3,0,3,3200,2440,1930,1,935000
3797,2,3,0,3,1742,3260,1935,1,800000
2813,1001,1,0,1, -  , -  ,1978,1, -  
2813,1008,1,0,1, -  , -  ,1978,1,358000
2813,1025,1,0,1, -  , -  ,1978,1,335000
2820,1003,1,0,1, -  , -  ,1950,1,468000
3049,1004,1,0,1, -  , -  ,1976,1, -  
3049,1107,1,0,1, -  , -  ,2006,1,397000
3057,1110,1,0,1, -  , -  ,2001,1, -  
3057,1111,1,0,1, -  , -  ,2001,1,450000
2835,284,0,0,0,301, -  ,0,1, -  
2945,34,0,0,0,2708, -  ,0,1,350000
3771,4,0,0,0,4700, -  ,0,1,900000
2801,119,1,0,1,2375, -  ,1950,1, -  
2886,23,9,0,9,6000,5280,1988,2, -  
2886,25,5,0,5,2800,3880,1989,2,1086000
2910,13,4,0,4,3800,5136,1956,2, -  
2927,3,7,0,7,3583,5804,1978,2,1500000
3770,2,4,0,4,2260,2800,1930,2,1142500
3774,63,16,1,17,5000,12800,1930,2, -  
2874,2,0,0,0, -  , -  ,1963,2,180000
2874,2,0,0,0, -  , -  ,1963,2,175000
2874,2,0,0,0, -  , -  ,1963,2,178000
2874,55,0,0,0, -  , -  ,1964,2,205000
2874,55,0,0,0, -  , -  ,1964,2,175000
2874,55,0,0,0, -  , -  ,1964,2,219000
2874,55,0,0,0, -  , -  ,1964,2,178000
2945,1,0,0,0, -  , -  ,1962,2,198000
2945,1,0,0,0, -  , -  ,1962,2,225000
2945,1,0,0,0, -  , -  ,1962,2, -  
3055,1016,1,0,1, -  , -  ,0,2, -  
3055,1192,1,0,1, -  , -  ,0,2,365000
3068,1030,1,0,1, -  , -  ,1987,2,505000
3068,1031,1,0,1, -  , -  ,1987,2,490000
3068,1032,1,0,1, -  , -  ,1987,2, -  
2885,1035,1,0,1, -  , -  ,2007,2,500000
2885,1047,1,0,1, -  , -  ,2007,2,70000
3054,1002,1,0,1, -  , -  ,2007,2,442000
3054,1006,1,0,1, -  , -  ,2007,2,380000
3054,1010,1,0,1, -  , -  ,2007,2,273780
3054,1017,1,0,1, -  , -  ,2007,2,350000
3057,1056,1,0,1, -  , -  ,1987,2,535000
3057,1062,1,0,1, -  , -  ,1987,2,575000
3057,1066,1,0,1, -  , -  ,1987,2,580000
3000,31,1,3,4,1800,3600,1932,4,1450000
2974,137,0,15,15,24520,19285,1952,4,19000000
3068,22,2,3,5,2418,4080,1989,4,1950000
3793,94,0,1,1,5750,9000,1985,4,1721000
3793,103,0,1,1,6750,6704,1931,4,1440000
3805,45,0,1,1,3600,3000,1949,4,1110000
3802,2,0,0,0,1450,1450,1931,4,650000
2899,1,0,0,0,4000,3000,1935,4,900000
3801,56,0,1,1,4327,4224,1987,4,325000
2885,1001,0,0,1, -  , -  ,2007,4,698000
3054,1001,0,0,1, -  , -  ,2007,4,538422
2885,1063,0,0,1, -  , -  ,2007,4, -  
2885,1070,0,0,1, -  , -  ,2007,4,10000
3049,1120,0,0,1, -  , -  ,2006,4, -  
3054,1018,0,0,1, -  , -  ,2007,4, -  
3054,1019,0,0,1, -  , -  ,2007,4,35044
3054,1020,0,0,1, -  , -  ,0,4, -  
3054,1030,0,0,1, -  , -  ,2007,4,35044
3055,1005,0,0,1, -  , -  ,0,4, -  
3055,1112,0,0,1, -  , -  ,0,4, -  
3057,1004,0,0,1, -  , -  ,1987,4,2000
3057,1009,0,0,1, -  , -  ,1987,4, -  
3057,1038,0,0,1, -  , -  ,1987,4,1000
3068,1002,0,0,1, -  , -  ,1987,4, -  
3068,1004,0,0,1, -  , -  ,1987,4, -  
3068,1010,0,0,1, -  , -  ,1987,4, -  
3068,1012,0,0,1, -  , -  ,1987,4, -  
16288,3,1,0,1,5897,2392,1960,1,820000
16292,25,1,0,1,4000,1755,1940,1,880000
16292,63,1,0,1,4000,1567,1930,1, -  
16293,54,1,0,1,4000,1966,1920,1, -  
16293,60,1,0,1,4000,801,1920,1,534710
16295,26,1,0,1,8000,4000,1955,1,1900000
16296,33,1,0,1,8000,1865,1930,1, -  
16296,43,1,0,1,4600,1600,1950,1,850000
16296,56,1,0,1,4000,1992,1955,1,555000
16298,18,1,0,1,6000,1698,1930,1, -  
16298,55,1,0,1,6593,4699,1960,1, -  
16299,53,1,0,1,6000,1743,1920,1,841250
16300,8,1,0,1,6000,3038,1920,1,1120000
16300,50,1,0,1,6000,1668,1920,1,868000
16304,3,1,0,1,5000,1202,1940,1,810000
16304,32,1,0,1,5000,1120,1950,1,760000
16304,38,1,0,1,10000,1808,1930,1,910000
16305,4,1,0,1,5000,852,1930,1, -  
16305,4,1,0,1,5000,852,1930,1,525000
16305,34,1,0,1,5142,1044,1930,1, -  
16305,37,1,0,1,4350,1260,1930,1,625500
16310,3,1,0,1,2500,2010,1970,1,650000
16310,4,1,0,1,2500,2010,1970,1,650000
16313,19,1,0,1,4000,2112,1955,1,725000
16313,21,1,0,1,4000,2700,1940,1, -  
16315,12,1,0,1,3000,1926,1930,1,650000
16316,16,1,0,1,8000,1662,1930,1,1800000
16316,32,1,0,1,9000,2754,1960,1, -  
16317,1,1,0,1,6201,4000,1950,1,900000
16317,73,1,0,1,5500,2090,1940,1,990000
16319,24,1,0,1,6000,3843,1920,1,1700000
16322,16,1,0,1,5000,2610,1920,1, -  
16315,42,0,0,0,4092, -  ,0,1,1650000
16317,15,0,0,0,6000, -  ,0,1, -  
7601,44,1,0,1,5000,1414,1950,1,1100000
7601,51,1,0,1,4000,2280,1955,1,858000
7602,10,1,0,1,8000,2325,1945,1,980000
7604,40,1,0,1,5000,1359,1955,1, -  
7609,14,1,0,1,3442,1584,1925,1, -  
7611,47,1,0,1,4000,2488,1950,1,970000
7611,61,1,0,1,4000,1344,1950,1, -  
7612,30,1,0,1,4000,1400,1960,1,230000
7612,36,1,0,1,6000,960,1960,1,880000
7612,61,1,0,1,6000,1484,1950,1,1135000
7613,50,1,0,1,4000,1623,1950,1,877000
7614,22,1,0,1,5500,1073,1950,1,860000
7615,32,1,0,1,6000,940,1950,1,845000
7616,37,1,0,1,4675,1164,1950,1,830000
7616,52,1,0,1,6000,1164,1950,1,882000
7617,22,1,0,1,2642,1152,1950,1,750000
7617,61,1,0,1,2600,1188,1950,1,500000
7618,57,1,0,1,2658,1152,1950,1,640000
7621,3,1,1,2,2050,2223,1961,1, -  
7622,17,1,0,1,2500,896,1950,1, -  
7622,23,1,0,1,2600,1008,1950,1,720000
7622,40,1,0,1,2500,1216,1950,1,650000
7623,19,1,0,1,2500,1248,1950,1,790000
7623,44,1,0,1,2500,896,1950,1, -  
7624,1,1,0,1,2500,896,1950,1, -  
7624,59,1,0,1,4000,2136,1955,1,988000
7626,7,1,0,1,2500,1121,1955,1, -  
7626,7,1,0,1,2500,1121,1955,1, -  
7627,32,1,0,1,2600,1116,1950,1, -  
7627,35,1,0,1,2600,1116,1950,1,680000
7627,62,1,0,1,2600,1116,1950,1,730000
7633,249,1,0,1,2100,1292,1950,1, -  
7636,49,1,0,1,1900,1852,1950,1, -  
7650,49,1,0,1,4300,1144,1955,1,910000
7652,40,1,0,1,2688,1300,1960,1,829000
7653,40,1,0,1,3383,1800,1986,1,860000
7653,43,1,0,1,4000,1118,1955,1,865000
7660,48,1,0,1,6000,1112,1955,1,1125000
7663,31,1,0,1,4000,2165,1960,1,1317000
7665,39,1,0,1,5000,2178,1945,1,1200000
7665,75,1,0,1,4000,1080,1945,1,885000
7666,19,1,0,1,4000,1782,1950,1,900000
7667,62,1,0,1,4000,1290,1955,1,995000
7680,2,1,0,1,1710,1332,1955,1,180000
7680,31,1,0,1,1800,1332,1955,1,607000
7681,22,1,0,1,4700,1374,1955,1, -  
7682,36,1,0,1,4000,1344,1955,1,750000
7683,32,1,0,1,4000,1448,1950,1,830000
7685,50,1,0,1,4000,2400,1950,1, -  
7685,50,1,0,1,4000,2400,1950,1, -  
7685,56,1,0,1,4000,2400,1950,1, -  
7686,62,1,0,1,4000,1040,1955,1,950000
7687,62,1,0,1,4000,900,1950,1,720000
7748,195,1,0,1,5922,1670,1940,1,563608
7748,197,1,0,1,6804,1408,1940,1,100
7748,248,1,0,1,5120,1872,1930,1,1463231
7754,66,1,0,1,6211,2140,1940,1,965000
7761,79,1,0,1,6960,2990,1940,1, -  
7761,95,1,0,1,6240,2056,1940,1,950000
7761,117,1,0,1,6000,1920,1945,1, -  
7761,153,1,0,1,8060,1456,1940,1,900000
7761,223,1,0,1,4000,1872,1940,1, -  
7761,235,1,0,1,4000,1380,1940,1,950000
7761,271,1,0,1,5104,1480,1945,1, -  
7766,7,1,0,1,4080,1404,1950,1,850000
7767,6,1,0,1,4045,2472,1950,1,999999
7767,46,1,0,1,4000,1404,1950,1,810000
7768,12,1,0,1,4000,1616,1940,1,760000
7768,12,1,0,1,4000,1616,1940,1, -  
7769,40,1,0,1,4400,1552,1940,1, -  
7771,58,1,0,1,4725,1483,1955,1,837000
7775,70,1,0,1,7020,1669,1955,1, -  
7776,28,1,0,1,4500,1950,1955,1,10
7776,56,1,0,1,4085,1480,1955,1,825000
7777,25,1,0,1,3990,1418,1945,1, -  
7777,25,1,0,1,3990,1418,1945,1,988000
7778,48,1,0,1,3990,1672,1955,1,10
7779,16,1,0,1,5067,2000,1940,1,750000
7832,17,1,0,1,6400,2700,1960,1,775000
7832,63,1,0,1,4100,1248,1960,1,865000
7832,63,1,0,1,4100,1248,1960,1,10
7832,63,1,0,1,4100,1248,1960,1,645451
7832,69,1,0,1,4100,1248,1960,1, -  
7833,52,1,0,1,4100,1248,1960,1,850000
7833,78,1,0,1,4100,1248,1960,1,875000
7605,86,2,0,2,4000,1252,1960,1,850000
7648,74,2,0,2,4200,2292,1955,1, -  
7651,34,2,0,2,2717,1152,1980,1, -  
7652,48,2,0,2,5000,2508,1955,1,976000
7662,30,2,0,2,4600,2416,1950,1,1265000
7664,11,2,0,2,4000,2192,1950,1,1300000
7665,20,2,0,2,4000,2650,2013,1, -  
7665,56,2,0,2,4000,2174,1955,1, -  
7667,43,2,0,2,5000,1782,1955,1, -  
7667,48,2,0,2,5000,3060,1955,1,1220000
7668,142,2,0,2,3900,1848,1955,1,1075000
7685,22,2,0,2,4000,2280,1950,1,300000
7685,30,2,0,2,3400,2212,1950,1,1480000
7687,9,2,0,2,4000,2441,1950,1,1400000
7687,64,2,0,2,4000,2496,1950,1, -  
7687,86,2,0,2,4000,2756,1950,1,1650000
7688,36,2,0,2,4000,1286,1950,1, -  
7688,66,2,0,2,4000,1304,1945,1, -  
7608,17,3,0,3,1983,2308,1964,1, -  
7621,1009,1,0,1, -  , -  ,0,1,392000
7621,1010,1,0,1, -  , -  ,0,1,530000
7621,1013,1,0,1, -  , -  ,0,1,440000
7621,1038,1,0,1, -  , -  ,0,1,590000
7621,1039,1,0,1, -  , -  ,0,1,610000
7621,1046,1,0,1, -  , -  ,0,1,598000
7621,1050,1,0,1, -  , -  ,0,1, -  
7621,1070,1,0,1, -  , -  ,0,1,595000
7621,1114,1,0,1, -  , -  ,0,1,10
7621,1115,1,0,1, -  , -  ,0,1, -  
7621,1163,1,0,1, -  , -  ,0,1,629000
7621,1174,1,0,1, -  , -  ,0,1, -  
7621,1179,1,0,1, -  , -  ,0,1,639000
7621,1209,1,0,1, -  , -  ,0,1,438000
7621,1246,1,0,1, -  , -  ,0,1, -  
7621,1247,1,0,1, -  , -  ,0,1,565000
7621,1269,1,0,1, -  , -  ,0,1,423000
7621,1271,1,0,1, -  , -  ,0,1,660000
7621,1302,1,0,1, -  , -  ,0,1,629000
7621,1307,1,0,1, -  , -  ,0,1,625000
7621,1313,1,0,1, -  , -  ,0,1,410000
7621,1315,1,0,1, -  , -  ,0,1, -  
7621,1345,1,0,1, -  , -  ,0,1,420000
7621,1381,1,0,1, -  , -  ,0,1,19449
7621,1386,1,0,1, -  , -  ,0,1,576000
7621,1403,1,0,1, -  , -  ,0,1, -  
7621,1405,1,0,1, -  , -  ,0,1,445000
7621,1434,1,0,1, -  , -  ,0,1, -  
7654,1007,1,0,1, -  , -  ,1950,1,700000
7654,1018,1,0,1, -  , -  ,1950,1, -  
7613,49,0,0,0,1500, -  ,0,1, -  
7628,2,0,0,0, -  , -  ,1949,2, -  
7628,2,0,0,0, -  , -  ,1949,2,100000
7628,2,0,0,0, -  , -  ,1949,2, -  
7628,2,0,0,0, -  , -  ,1949,2,225000
7628,2,0,0,0, -  , -  ,1949,2,220000
7628,2,0,0,0, -  , -  ,1949,2,337000
7629,2,0,0,0, -  , -  ,1949,2, -  
7629,2,0,0,0, -  , -  ,1949,2, -  
7629,2,0,0,0, -  , -  ,1949,2,290000
7629,2,0,0,0, -  , -  ,1949,2,338000
7629,2,0,0,0, -  , -  ,1949,2,310000
7629,2,0,0,0, -  , -  ,1949,2,335000
7632,2,0,0,0, -  , -  ,1949,2,120000
7632,2,0,0,0, -  , -  ,1949,2,211000
7632,2,0,0,0, -  , -  ,1949,2,286000
7632,2,0,0,0, -  , -  ,1949,2, -  
7632,2,0,0,0, -  , -  ,1949,2, -  
7632,2,0,0,0, -  , -  ,1949,2,311000
7632,2,0,0,0, -  , -  ,1949,2, -  
7632,2,0,0,0, -  , -  ,1949,2, -  
7632,2,0,0,0, -  , -  ,1949,2,208500
7632,2,0,0,0, -  , -  ,1949,2,260000
7632,2,0,0,0, -  , -  ,1949,2, -  
7632,2,0,0,0, -  , -  ,1949,2,220000
7632,2,0,0,0, -  , -  ,1949,2,152000
7632,2,0,0,0, -  , -  ,1949,2,335000
7632,2,0,0,0, -  , -  ,1949,2,310000
7632,2,0,0,0, -  , -  ,1949,2,238000
7632,2,0,0,0, -  , -  ,1949,2, -  
7632,2,0,0,0, -  , -  ,1949,2, -  
7632,2,0,0,0, -  , -  ,1949,2,325000
7632,2,0,0,0, -  , -  ,1949,2,222000
7632,2,0,0,0, -  , -  ,1949,2, -  
7632,2,0,0,0, -  , -  ,1949,2,320000
7632,2,0,0,0, -  , -  ,1949,2, -  
7632,2,0,0,0, -  , -  ,1949,2, -  
7632,2,0,0,0, -  , -  ,1949,2,285000
7632,2,0,0,0, -  , -  ,1949,2,265000
7633,1,0,0,0, -  , -  ,1950,2,160000
7633,1,0,0,0, -  , -  ,1950,2,250000
7633,1,0,0,0, -  , -  ,1950,2,161000
7633,1,0,0,0, -  , -  ,1950,2, -  
7633,1,0,0,0, -  , -  ,1950,2,170000
7633,1,0,0,0, -  , -  ,1950,2,280000
7633,1,0,0,0, -  , -  ,1950,2,170000
7636,7,0,0,0, -  , -  ,1958,2,162500
7636,7,0,0,0, -  , -  ,1958,2,210000
7636,7,0,0,0, -  , -  ,1958,2,165000
7636,7,0,0,0, -  , -  ,1958,2,166000
7636,7,0,0,0, -  , -  ,1958,2,165000
7636,7,0,0,0, -  , -  ,1958,2,175000
7648,2,0,0,0, -  , -  ,1948,2,265000
7648,2,0,0,0, -  , -  ,1948,2,220000
7648,2,0,0,0, -  , -  ,1948,2, -  
7648,2,0,0,0, -  , -  ,1948,2,195000
7648,2,0,0,0, -  , -  ,1948,2, -  
7648,2,0,0,0, -  , -  ,1948,2,239500
7648,2,0,0,0, -  , -  ,1948,2, -  
7648,2,0,0,0, -  , -  ,1948,2, -  
7648,2,0,0,0, -  , -  ,1948,2,176000
7656,2,0,0,0, -  , -  ,1949,2,319000
7656,2,0,0,0, -  , -  ,1949,2,238000
7656,2,0,0,0, -  , -  ,1949,2,185000
7656,2,0,0,0, -  , -  ,1949,2,263000
7656,2,0,0,0, -  , -  ,1949,2,172000
7656,2,0,0,0, -  , -  ,1949,2, -  
7656,2,0,0,0, -  , -  ,1949,2, -  
7656,2,0,0,0, -  , -  ,1949,2,285000
7656,2,0,0,0, -  , -  ,1949,2,195000
7656,2,0,0,0, -  , -  ,1949,2,236000
7668,10,0,0,0, -  , -  ,1949,2,240000
7668,10,0,0,0, -  , -  ,1949,2,172000
7668,10,0,0,0, -  , -  ,1949,2, -  
7668,10,0,0,0, -  , -  ,1949,2,238000
7668,10,0,0,0, -  , -  ,1949,2,238500
7670,2,0,0,0, -  , -  ,1949,2, -  
7670,2,0,0,0, -  , -  ,1949,2,260000
7670,2,0,0,0, -  , -  ,1949,2,170000
7670,2,0,0,0, -  , -  ,1949,2,259000
7670,2,0,0,0, -  , -  ,1949,2,265000
7670,2,0,0,0, -  , -  ,1949,2,248000
7670,2,0,0,0, -  , -  ,1949,2,262000
7670,2,0,0,0, -  , -  ,1949,2,245000
7670,2,0,0,0, -  , -  ,1949,2,265000
7670,2,0,0,0, -  , -  ,1949,2,288888
7670,2,0,0,0, -  , -  ,1949,2,261000
7739,3,0,0,0, -  , -  ,1952,2,247000
7739,3,0,0,0, -  , -  ,1952,2,227600
7739,3,0,0,0, -  , -  ,1952,2,222000
7739,3,0,0,0, -  , -  ,1952,2,249888
7739,3,0,0,0, -  , -  ,1952,2,269000
7739,3,0,0,0, -  , -  ,1952,2,253000
7739,3,0,0,0, -  , -  ,1952,2,230000
7739,3,0,0,0, -  , -  ,1952,2,237000
7739,3,0,0,0, -  , -  ,1952,2, -  
7739,3,0,0,0, -  , -  ,1952,2, -  
7739,3,0,0,0, -  , -  ,1952,2,231840
7739,3,0,0,0, -  , -  ,1952,2,250000
7739,3,0,0,0, -  , -  ,1952,2,250000
7739,3,0,0,0, -  , -  ,1952,2,259000
7739,3,0,0,0, -  , -  ,1952,2,255000
7739,3,0,0,0, -  , -  ,1952,2,280000
7739,3,0,0,0, -  , -  ,1952,2, -  
7742,3,0,0,0, -  , -  ,1952,2,230000
7742,3,0,0,0, -  , -  ,1952,2,258000
7742,3,0,0,0, -  , -  ,1952,2,10000
7742,3,0,0,0, -  , -  ,1952,2,227000
7742,3,0,0,0, -  , -  ,1952,2,235000
7742,3,0,0,0, -  , -  ,1952,2,269000
7742,3,0,0,0, -  , -  ,1952,2,227600
7742,3,0,0,0, -  , -  ,1952,2,243000
7742,3,0,0,0, -  , -  ,1952,2,232000
7742,3,0,0,0, -  , -  ,1952,2,230840
7742,3,0,0,0, -  , -  ,1952,2,260000
7742,3,0,0,0, -  , -  ,1952,2,237000
7742,3,0,0,0, -  , -  ,1952,2,270000
7742,3,0,0,0, -  , -  ,1952,2,239000
7742,3,0,0,0, -  , -  ,1952,2,230000
7742,3,0,0,0, -  , -  ,1952,2,305000
7742,3,0,0,0, -  , -  ,1952,2,262000
7754,3,296,0,296,756650,235472,1952,2, -  
7754,3,0,0,0, -  , -  ,1952,2,243017
7754,3,0,0,0, -  , -  ,1952,2,222000
7754,3,0,0,0, -  , -  ,1952,2,260000
7754,3,0,0,0, -  , -  ,1952,2,227000
7754,3,0,0,0, -  , -  ,1952,2,251600
7754,3,0,0,0, -  , -  ,1952,2,227000
7754,3,0,0,0, -  , -  ,1952,2, -  
7754,3,0,0,0, -  , -  ,1952,2,236000
7754,3,0,0,0, -  , -  ,1952,2,264000
7754,3,0,0,0, -  , -  ,1952,2,285000
7755,3,0,0,0, -  , -  ,1952,2,235000
7755,3,0,0,0, -  , -  ,1952,2,227600
7755,3,0,0,0, -  , -  ,1952,2,227600
7755,3,0,0,0, -  , -  ,1952,2, -  
7755,3,0,0,0, -  , -  ,1952,2,230888
7755,3,0,0,0, -  , -  ,1952,2,260000
7840,2,0,0,0, -  , -  ,1950,2,180000
7840,2,0,0,0, -  , -  ,1950,2, -  
7840,2,0,0,0, -  , -  ,1950,2,208000
7842,33,0,0,0, -  , -  ,1950,2,180000
7842,33,0,0,0, -  , -  ,1950,2,260000
7842,33,0,0,0, -  , -  ,1950,2,205000
7842,33,0,0,0, -  , -  ,1950,2,275000
7842,33,0,0,0, -  , -  ,1950,2,275000
7842,33,0,0,0, -  , -  ,1950,2,280000
7844,2,0,0,0, -  , -  ,1950,2, -  
7844,2,0,0,0, -  , -  ,1950,2, -  
7844,2,0,0,0, -  , -  ,1950,2,255000
7844,2,0,0,0, -  , -  ,1950,2,189000
7844,2,0,0,0, -  , -  ,1950,2,195000
7844,2,0,0,0, -  , -  ,1950,2,289000
7844,2,0,0,0, -  , -  ,1950,2,240000
7844,2,0,0,0, -  , -  ,1950,2,190000
7844,2,0,0,0, -  , -  ,1950,2,257500
7847,1,0,0,0, -  , -  ,1950,2,186000
7847,1,0,0,0, -  , -  ,1950,2,269000
7847,1,0,0,0, -  , -  ,1950,2,210000
7847,1,0,0,0, -  , -  ,1950,2,220000
7847,1,0,0,0, -  , -  ,1950,2,325888
7848,1,0,0,0, -  , -  ,1950,2,280000
7848,1,0,0,0, -  , -  ,1950,2,180000
7848,1,0,0,0, -  , -  ,1950,2,207500
7848,1,0,0,0, -  , -  ,1950,2,295000
7848,1,0,0,0, -  , -  ,1950,2,287500
7732,2,0,0,0, -  , -  ,1952,2,202800
7732,2,0,0,0, -  , -  ,1952,2,190000
7732,2,0,0,0, -  , -  ,1952,2,249500
7732,2,0,0,0, -  , -  ,1952,2,165000
7732,2,0,0,0, -  , -  ,1952,2,177500
7732,2,0,0,0, -  , -  ,1952,2,210000
7732,2,0,0,0, -  , -  ,1952,2,169000
7732,2,0,0,0, -  , -  ,1952,2,198000
7732,2,0,0,0, -  , -  ,1952,2,188000
7732,2,0,0,0, -  , -  ,1952,2,193000
7732,2,0,0,0, -  , -  ,1952,2,180000
7732,2,0,0,0, -  , -  ,1952,2,272000
7732,2,0,0,0, -  , -  ,1952,2,210000
7732,2,0,0,0, -  , -  ,1952,2,160000
